,RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,label
23759,CA00-0000034413,2020,6,Los Angeles,Santa Monica,1,1,White,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,2.0
23760,CA00-0000034414,2020,8,Los Angeles,Los Angeles,1,1,Group of Multiple Races,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23761,CA00-0000034415,2020,8,Los Angeles,Los Angeles,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Threatening letters/flyers/email,2.0
23762,CA00-0000034416,2020,8,Sacramento,Elk Grove,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Threatening letters/flyers/email,2.0
23763,CA00-0000034417,2020,8,Monterey,Monterey,2,2,Unknown,1,Intimidation,Violent Crimes,Liquor Store,Anti-Sikh,Religion,Person,None,Annoying telephone calls/fax,4.0
23764,CA00-0000034418,2020,8,Los Angeles,Los Angeles,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
23765,CA00-0000034419,2020,8,San Bernardino,San Bernardino,1,1,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,0.0
23766,CA00-0000034420,2020,8,Los Angeles,Los Angeles,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
23767,CA00-0000034421,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23768,CA00-0000034422,2020,8,Orange,Huntington Beach,2,2,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
23769,CA00-0000034423,2020,8,Los Angeles,Los Angeles,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
23770,CA00-0000034424,2020,8,Alameda,Hayward,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Damage to vehicle,2.0
23771,CA00-0000034425,2020,8,Alameda,Hayward,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Business,"Other ( bottle, rocks, spitting)",Graffiti,2.0
23772,CA00-0000034426,2020,8,San Francisco,San Francisco,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.0
23773,CA00-0000034427,2020,8,San Francisco,San Francisco,1,1,White,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.0
23774,CA00-0000034428,2020,8,San Francisco,San Francisco,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.0
23775,CA00-0000034429,2020,8,San Francisco,San Francisco,1,1,White,1,Robbery,Violent Crimes,Air/Bus/Train Terminal,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.0
23776,CA00-0000034430,2020,8,Sacramento,Citrus Heights,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Damage to vehicle,2.0
23777,CA00-0000034431,2020,8,Sacramento,Citrus Heights,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,None,Graffiti,2.0
23778,CA00-0000034432,2020,8,Sacramento,Citrus Heights,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
23779,CA00-0000034433,2020,8,Sonoma,Petaluma,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Other,2.0
23780,CA00-0000034434,2020,7,Santa Clara,Mountain View,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
23781,CA00-0000034435,2020,8,Alameda,Albany,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
23782,CA00-0000034436,2020,8,San Diego,Oceanside,1,1,Unknown,4,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23783,CA00-0000034437,2020,8,Kern,Bakersfield,1,1,White,1,Intimidation,Violent Crimes,Service/Gas Station,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,2.0
23784,CA00-0000034438,2020,8,Kern,Kern Co. Sheriff's Department,1,1,White,1,Robbery,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
23785,CA00-0000034439,2020,8,Santa Cruz,Santa Cruz Co. Sheriff's Department,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,2.0
23786,CA00-0000034440,2020,8,Santa Cruz,Santa Cruz Co. Sheriff's Department,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,2.0
23787,CA00-0000034441,2020,8,Santa Cruz,Santa Cruz Co. Sheriff's Department,1,1,White,2,Simple Assault,Violent Crimes,Lake/Waterway/Beach,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23788,CA00-0000034443,2020,8,Contra Costa,Antioch,1,1,Black or African American,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,Knife or other cutting or stabbing instrument,Other,4.0
23789,CA00-0000034444,2020,8,Los Angeles,Culver City,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
23790,CA00-0000034445,2020,8,San Diego,San Diego,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,2.0
23791,CA00-0000034448,2020,8,San Mateo,Redwood City,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Jewish,Religion,Government,None,Graffiti,2.0
23792,CA00-0000034449,2020,6,Orange,Orange Co. Sheriff's Department,1,1,Black or African American,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
23793,CA00-0000034450,2020,8,Ventura,Simi Valley,1,1,White,1,Simple Assault,Violent Crimes,Convenience Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.0
23794,CA00-0000034451,2020,8,Orange,Orange Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Graffiti,4.0
23795,CA00-0000034452,2020,8,San Bernardino,Montclair,1,1,Unknown,1,Robbery,Violent Crimes,Convenience Store,Anti-Sikh,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.0
23796,CA00-0000034453,2020,8,Sutter,Yuba City,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,2.0
23797,CA00-0000034454,2020,8,Sutter,Yuba City,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,2.0
23798,CA00-0000034455,2020,7,Los Angeles,South Gate,1,1,Unknown,1,Intimidation,Violent Crimes,Department/Discount Store,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,2.0
23799,CA00-0000034456,2020,9,Los Angeles,Los Angeles,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Graffiti,2.0
23800,CA00-0000034458,2020,8,Los Angeles,San Gabriel,2,1,Unknown,2,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Transgender,Gender Nonconforming,Person,None,Graffiti,2.0
23801,CA00-0000034459,2020,8,Riverside,Jurupa Valley,1,1,Unknown,3,Simple Assault,Violent Crimes,Restaurant,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23802,CA00-0000034460,2020,8,Los Angeles,Long Beach,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Other,2.0
23803,CA00-0000034461,2020,9,Los Angeles,Los Angeles,1,1,Group of Multiple Races,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,2.0
23804,CA00-0000034463,2020,7,Los Angeles,Beverly Hills,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Damage to vehicle,2.0
23805,CA00-0000034464,2020,8,Los Angeles,Beverly Hills,1,0,Unknown,0,Burglary,Property Crimes,Commercial/Office Building,Anti-Jewish,Religion,Business,None,Daubing of swastika,2.0
23806,CA00-0000034465,2020,7,San Bernardino,Chino,1,0,Unknown,0,Burglary,Property Crimes,Community Center,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Daubing of swastika,0.0
23807,CA00-0000034466,2020,9,Los Angeles,Los Angeles,1,1,Black or African American,1,Simple Assault,Violent Crimes,Restaurant,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
23808,CA00-0000034467,2020,6,Solano,Vallejo,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,4.0
23809,CA00-0000034468,2020,6,Solano,Vallejo,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Daubing of swastika,4.0
23810,CA00-0000034469,2020,2,San Bernardino,Rancho Cucamonga,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Daubing of swastika,0.0
23811,CA00-0000034470,2020,6,Fresno,Fresno,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23812,CA00-0000034471,2020,8,Orange,Orange,1,1,White,1,Aggravated Assault,Violent Crimes,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,4.0
23813,CA00-0000034472,2020,8,Merced,Atwater,1,1,Unknown,0,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-White,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,2.0
23814,CA00-0000034473,2020,7,Fresno,Fresno,2,2,Black or African American,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
23815,CA00-0000034474,2020,9,Los Angeles,Los Angeles,1,1,Unknown,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23816,CA00-0000034475,2020,3,Riverside,Riverside,1,1,Unknown,2,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23817,CA00-0000034476,2020,3,Riverside,Riverside,3,3,Unknown,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,2.0
23818,CA00-0000034477,2020,3,Riverside,Riverside,1,1,Unknown,1,Rape,Violent Crimes,Hotel/Motel/etc.,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23819,CA00-0000034478,2020,5,Alameda,San Leandro,1,0,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Asian,Race/Ethnicity/Ancestry,Government,None,Threatening letters/flyers/email,2.0
23820,CA00-0000034479,2020,8,Monterey,Pacific Grove,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,4.0
23821,CA00-0000034480,2020,8,Monterey,Pacific Grove,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,4.0
23822,CA00-0000034481,2020,7,Los Angeles,Torrance,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23823,CA00-0000034482,2020,7,Los Angeles,Torrance,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Business,None,Rock throwing,2.0
23824,CA00-0000034483,2020,7,Los Angeles,Torrance,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Other,2.0
23825,CA00-0000034484,2020,8,Contra Costa,Walnut Creek,1,1,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
23826,CA00-0000034485,2020,6,Colusa,Colusa,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,2.0
23827,CA00-0000034486,2020,7,Los Angeles,Arcadia,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23828,CA00-0000034487,2020,7,Los Angeles,Arcadia,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
23829,CA00-0000034488,2020,8,Los Angeles,Pasadena,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Citizenship Status,Race/Ethnicity/Ancestry,Business,None,Daubing of swastika,2.0
23830,CA00-0000034489,2020,5,Alameda,Alameda BART,2,2,Black or African American,2,Robbery,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23831,CA00-0000034490,2020,8,Sonoma,Santa Rosa,2,2,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Daubing of swastika,2.0
23832,CA00-0000034491,2020,8,Fresno,Fresno,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Daubing of swastika,2.0
23833,CA00-0000034492,2020,8,San Mateo,San Mateo Co. Sheriff's Department,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Rock throwing,2.0
23834,CA00-0000034493,2020,9,Contra Costa,Pittsburg,1,1,Black or African American,1,Simple Assault,Violent Crimes,Grocery/Supermarket,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
23835,CA00-0000034494,2020,8,Sacramento,Rancho Cordova,1,1,Black or African American,2,Robbery,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
23836,CA00-0000034495,2020,7,Sacramento,Sacramento,3,3,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Other,2.0
23837,CA00-0000034496,2020,9,Los Angeles,Los Angeles,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Graffiti,2.0
23838,CA00-0000034498,2020,9,Los Angeles,Los Angeles,1,1,White,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23839,CA00-0000034499,2020,6,Fresno,Clovis,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
23840,CA00-0000034500,2020,2,Contra Costa,El Cerrito,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,4.0
23841,CA00-0000034501,2020,8,Solano,Vallejo,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Service/Gas Station,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,4.0
23842,CA00-0000034502,2020,9,Los Angeles,Los Angeles,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
23843,CA00-0000034503,2020,9,Los Angeles,Los Angeles,1,1,Group of Multiple Races,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Other,2.0
23844,CA00-0000034504,2020,9,Los Angeles,Los Angeles,1,1,Black or African American,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Damage to vehicle,2.0
23845,CA00-0000034505,2020,9,Los Angeles,Los Angeles,1,1,Black or African American,1,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
23846,CA00-0000034506,2020,9,Los Angeles,Los Angeles,1,1,White,1,Simple Assault,Violent Crimes,Grocery/Supermarket,Anti-Jewish,Religion,Person,Unknown,Verbal slurs,2.0
23847,CA00-0000034507,2020,9,Los Angeles,Los Angeles,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Other,Unknown,Daubing of swastika,2.0
23848,CA00-0000034508,2020,8,Santa Clara,San Jose,1,1,Unknown,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
