MonthOccurrence,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,conviction-rate
4,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.3562005277044855
4,3,3,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
4,1,1,White,3,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
4,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
4,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,None,Damage to vehicle,0.3562005277044855
4,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.3562005277044855
4,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Gay (Male),Sexual Orientation,Person,None,Daubing of swastika,0.3562005277044855
5,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,0.3562005277044855
5,1,1,Asian/Pacific Islander,1,Simple Assault,Violent Crimes,Convenience Store,Anti-White,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.3562005277044855
5,1,1,Unknown,1,Intimidation,Violent Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.3562005277044855
5,2,2,Unknown,1,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Gay (Male),Sexual Orientation,Person,None,Threatening letters/flyers/email,0.3562005277044855
5,1,1,Group of Multiple Races,3,Burglary,Property Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,None,Graffiti,0.3562005277044855
5,2,2,White,3,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
5,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.3562005277044855
5,2,2,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.3562005277044855
5,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
5,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.3562005277044855
5,2,2,White,1,Intimidation,Violent Crimes,Restaurant,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
5,1,1,Unknown,1,Intimidation,Violent Crimes,Bar/Night Club,Anti-Gay (Male),Sexual Orientation,Person,None,Annoying telephone calls/fax,0.3562005277044855
5,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,0.3562005277044855
5,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
5,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,None,Graffiti,0.3562005277044855
5,1,1,Unknown,0,Burglary,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.3562005277044855
5,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Convenience Store,Anti-White,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.3562005277044855
5,1,1,White,1,Intimidation,Violent Crimes,Restaurant,Anti-Jewish,Religion,Person,None,Verbal slurs,0.3562005277044855
6,4,4,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
6,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
6,2,2,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
6,1,1,White,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Jewish,Religion,Person,None,Threatening letters/flyers/email,0.3562005277044855
6,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.3562005277044855
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Gay (Male),Sexual Orientation,Person,None,Daubing of swastika,0.3562005277044855
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.3562005277044855
6,1,1,Unknown,0,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.3562005277044855
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Other,0.3562005277044855
6,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,0.3562005277044855
6,1,1,Black or African American,1,Intimidation,Violent Crimes,Hotel/Motel/etc.,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Verbal slurs,0.3562005277044855
7,1,1,Hispanic,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
7,1,1,Hispanic,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
7,1,1,Asian/Pacific Islander,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.3562005277044855
7,1,1,White,3,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.3562005277044855
7,1,1,Hispanic,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
7,1,1,White,1,Simple Assault,Violent Crimes,Department/Discount Store,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
7,3,3,Group of Multiple Races,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
7,1,1,Asian/Pacific Islander,3,Simple Assault,Violent Crimes,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
7,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,0.3562005277044855
7,1,1,White,1,Aggravated Assault,Violent Crimes,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.3562005277044855
7,1,1,Unknown,0,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Rock throwing,0.3562005277044855
7,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.3562005277044855
7,10,10,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,None,Daubing of swastika,0.3562005277044855
7,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Lesbian,Sexual Orientation,Person,None,Annoying telephone calls/fax,0.3562005277044855
7,1,1,Asian/Pacific Islander,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
7,3,3,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
7,1,1,White,1,Intimidation,Violent Crimes,Hotel/Motel/etc.,Anti-Jewish,Religion,Person,None,Verbal slurs,0.3562005277044855
7,1,1,Unknown,0,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,0.3562005277044855
7,1,1,White,1,Simple Assault,Violent Crimes,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.3562005277044855
8,1,1,Hispanic,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.3562005277044855
8,2,2,White,1,Simple Assault,Violent Crimes,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
8,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Other,0.3562005277044855
8,3,3,Hispanic,3,Simple Assault,Violent Crimes,Department/Discount Store,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
8,1,1,Hispanic,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.3562005277044855
8,1,1,White,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
8,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
8,1,1,Group of Multiple Races,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Bisexual,Sexual Orientation,Person,None,Annoying telephone calls/fax,0.3562005277044855
8,1,1,Black or African American,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
8,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.3562005277044855
8,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Other,0.3562005277044855
8,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.3562005277044855
8,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Other/Unknown,Anti-Jewish,Religion,Person,None,Daubing of swastika,0.3562005277044855
9,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-White,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.3562005277044855
9,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Asian,Race/Ethnicity/Ancestry,Business,None,Hanging in Effigy,0.3562005277044855
9,1,1,Hispanic,1,Simple Assault,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
9,1,1,Black or African American,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
9,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,None,Verbal slurs,0.3562005277044855
9,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.3562005277044855
10,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.3562005277044855
10,1,1,Group of Multiple Races,2,Intimidation,Violent Crimes,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.3562005277044855
10,1,1,Unknown,0,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,None,Graffiti,0.3562005277044855
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Graffiti,0.3562005277044855
10,1,1,Hispanic,1,Intimidation,Violent Crimes,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.3562005277044855
10,1,1,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.3562005277044855
10,3,3,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Daubing of swastika,0.3562005277044855
10,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.3562005277044855
10,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,None,Graffiti,0.3562005277044855
10,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,None,Daubing of swastika,0.3562005277044855
10,2,2,Unknown,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
11,1,1,Black or African American,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
11,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.3562005277044855
11,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.3562005277044855
11,2,2,Hispanic,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
11,1,1,Unknown,1,Intimidation,Violent Crimes,School/college,Anti-Arab,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.3562005277044855
11,1,1,White,2,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
11,1,1,Black or African American,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
11,1,1,White,1,Simple Assault,Violent Crimes,Bar/Night Club,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
12,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,0.3562005277044855
12,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,0.3562005277044855
12,1,1,Unknown,0,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.3562005277044855
12,2,2,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Threatening letters/flyers/email,0.3562005277044855
12,1,1,Group of Multiple Races,1,Aggravated Assault,Violent Crimes,Restaurant,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.3562005277044855
12,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.3562005277044855
12,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Other,0.3562005277044855
12,1,1,Asian/Pacific Islander,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Other,0.3562005277044855
